track_name,track_artist,track_popularity,id,playlist_genre,uri,duration_ms,acousticness,energy
No One,Alicia Keys,76,0mZ5GyrHG908lqrHaTw4hi,r&b,spotify:track:0mZ5GyrHG908lqrHaTw4hi,254524,0.027,0.552
Hey Daddy (Daddy's Home),USHER,76,030OCtLMrljNhp8OWHBWW3,r&b,spotify:track:030OCtLMrljNhp8OWHBWW3,224093,0.000176,0.698
Sativa,"Jhené Aiko, Swae Lee",76,2pg2TiYo9Rb8KeB5JjP7jS,r&b,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS,276960,0.316,0.61
Always On Time,"Ja Rule, Ashanti",72,2hNf1rawV2XAZ6Jld2Fxwf,r&b,spotify:track:2hNf1rawV2XAZ6Jld2Fxwf,245093,0.195,0.705
ALL MINE,Brent Faiyaz,76,3XgGQ1wjo5khvq2UImjyNF,r&b,spotify:track:3XgGQ1wjo5khvq2UImjyNF,216063,0.428,0.378
Heart Of A Woman,Summer Walker,74,2oVVaVY0LkzwAYYcyzon6Z,r&b,spotify:track:2oVVaVY0LkzwAYYcyzon6Z,171000,0.482,0.43
U Remind Me,USHER,69,2QsZVnbWVSjKMXK6K3uRBL,r&b,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,266893,0.194,0.629
Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar",75,5nkUIVKqOqdpB6ApKgEMkv,r&b,spotify:track:5nkUIVKqOqdpB6ApKgEMkv,382760,0.455,0.493
Love Galore (feat. Travis Scott),"SZA, Travis Scott",77,0q75NwOoFiARAVp4EXU4Bs,r&b,spotify:track:0q75NwOoFiARAVp4EXU4Bs,275080,0.112,0.594
Been Away,Brent Faiyaz,75,5PvVkf1Yuq3XyMqqjPiKPd,r&b,spotify:track:5PvVkf1Yuq3XyMqqjPiKPd,223630,0.477,0.5
No Love (with SZA),"Summer Walker, SZA",72,08SB2OtZkaliju77WYEKxk,r&b,spotify:track:08SB2OtZkaliju77WYEKxk,231498,0.17,0.618
Burn,USHER,70,7z3N2W7Xz1t2G2sAO8wFVH,r&b,spotify:track:7z3N2W7Xz1t2G2sAO8wFVH,231933,0.314,0.477
Miss Independent,Ne-Yo,77,34ceTg8ChN5HjrqiIYCn9Q,r&b,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,232000,0.52,0.681
Let Me Love You,Mario,75,7GaFYUqP2WdR4KTPk7cXoP,r&b,spotify:track:7GaFYUqP2WdR4KTPk7cXoP,249120,0.178,0.588
Upset (feat. Tommy Richman & FELIX!),"Brent Faiyaz, FELIX!, Tommy Richman",75,5iwUwADk4uQUvgMF6PlTRl,r&b,spotify:track:5iwUwADk4uQUvgMF6PlTRl,177900,0.487,0.5
Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",73,6ZRuF2n1CQxyxxAAWsKJOy,r&b,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,201788,0.367,0.725
U Got It Bad,USHER,69,7J41dYQolQJEtj3UmKLu5r,r&b,spotify:track:7J41dYQolQJEtj3UmKLu5r,247840,0.0227,0.5
You,"Lloyd, Lil Wayne",73,5Y77SQxEr1eiofPeUTPHxM,r&b,spotify:track:5Y77SQxEr1eiofPeUTPHxM,273133,0.102,0.876
Because Of You,Ne-Yo,74,6CFPFnS9EcLs2I0nWqtWci,r&b,spotify:track:6CFPFnS9EcLs2I0nWqtWci,266840,0.53,0.538
Trust,Brent Faiyaz,75,0oufSLnKQDoBFX5mgkDCgR,r&b,spotify:track:0oufSLnKQDoBFX5mgkDCgR,158421,0.231,0.394
Dilemma,"Nelly, Kelly Rowland",77,0ARK753YaiJbpLUk7z5yIM,r&b,spotify:track:0ARK753YaiJbpLUk7z5yIM,289160,0.226,0.552
Love in This Club (feat. Young Jeezy),"USHER, Jeezy",74,5j0McHPthKpOXRr3fBq8M0,r&b,spotify:track:5j0McHPthKpOXRr3fBq8M0,259720,0.0572,0.712
Adorn,Miguel,68,5hJFhO9dvhJoDvUZZ9iWSw,r&b,spotify:track:5hJFhO9dvhJoDvUZZ9iWSw,193147,0.0543,0.576
The Weekend,SZA,73,6gU9OKjOE7ghfEd55oRO57,r&b,spotify:track:6gU9OKjOE7ghfEd55oRO57,272187,0.242,0.366
Rehab (Winter In Paris),Brent Faiyaz,71,0zWbYGQq5O1KQd0iqzgjP6,r&b,spotify:track:0zWbYGQq5O1KQd0iqzgjP6,180304,0.809,0.242
Language,"Paperboy Fabe, Brent Faiyaz",77,4RnvS1tmh1ERhjXX6dxv95,r&b,spotify:track:4RnvS1tmh1ERhjXX6dxv95,150361,0.0422,0.721
Confessions Part II,USHER,68,7wBThXx7BGZHJJ3aN3OPvv,r&b,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,211200,0.0586,0.467
Something Just Like This,"The Chainsmokers, Coldplay",86,6RUKPb4LETWmmr3iAEQktW,electronic,spotify:track:6RUKPb4LETWmmr3iAEQktW,247160,0.0498,0.635
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",84,4QNpBfC0zvjKqPJcyqBy9W,electronic,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,252307,0.191,0.939
Let Me Love You,"DJ Snake, Justin Bieber",83,0lYBSQXN6rCTvUZvg9S0lU,electronic,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,205947,0.0863,0.715
Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",82,7MmG8p0F9N3C4AXdK6o6Eb,electronic,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,227267,0.213,0.823
The Nights,Avicii,82,0ct6r3EGTcMLPtrXHDvVjc,electronic,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,176658,0.0166,0.835
Ride It,Regard,80,2tnVG71enUj33Ic2nFN6kZ,electronic,spotify:track:2tnVG71enUj33Ic2nFN6kZ,157606,0.177,0.751
Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",80,7vFoFDWqTX0mHzLfrF1Cfy,electronic,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,180566,0.166,0.685
Closer,"The Chainsmokers, Halsey",84,7BKLCZ1jbUBVqRi2FVlTVw,electronic,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,244960,0.414,0.524
Faded,Alan Walker,80,698ItKASDavgwZ3WjaWjtz,electronic,spotify:track:698ItKASDavgwZ3WjaWjtz,212107,0.0281,0.627
Summer,Calvin Harris,81,6YUTL4dYpB9xZO5qExPf05,electronic,spotify:track:6YUTL4dYpB9xZO5qExPf05,222533,0.0211,0.856
In My Mind,"Dynoro, Gigi D'Agostino",80,0E9ZjEAyAwOXZ7wJC0PD33,electronic,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,184560,0.176,0.77
Timber,"Pitbull, Kesha",82,3cHyrEgdyYRjgJKSOiOtcS,electronic,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,204160,0.0295,0.963
Titanium (feat. Sia),"David Guetta, Sia",80,0TDLuuLlV54CkRRUOahJb4,electronic,spotify:track:0TDLuuLlV54CkRRUOahJb4,245040,0.0679,0.787
I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",79,0vbtURX4qv1l7besfwmnD8,electronic,spotify:track:0vbtURX4qv1l7besfwmnD8,197933,0.0353,0.714
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",78,5tf1VVWniHgryyumXyJM7w,electronic,spotify:track:5tf1VVWniHgryyumXyJM7w,219043,0.0185,0.815
Waiting For Love,Avicii,78,2P4OICZRVAQcYAV2JReRfj,electronic,spotify:track:2P4OICZRVAQcYAV2JReRfj,230613,0.31,0.736
On The Floor,"Jennifer Lopez, Pitbull",78,3C0nOe05EIt1390bVABLyN,electronic,spotify:track:3C0nOe05EIt1390bVABLyN,284867,0.105,0.777
Don't Let Me Down,"The Chainsmokers, Daya",80,1i1fxkWeaMmKEB4T7zqbzK,electronic,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,208373,0.156,0.869
Blame (feat. John Newman),"Calvin Harris, John Newman",79,07nH4ifBxUB4lZcsf44Brn,electronic,spotify:track:07nH4ifBxUB4lZcsf44Brn,212960,0.0287,0.857
Wild Ones (feat. Sia),"Flo Rida, Sia",77,1NpW5kyvO4XrNJ3rnfcNy3,electronic,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,232947,0.0991,0.86
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",77,2Foc5Q5nqNiosCNqttzHof,electronic,spotify:track:2Foc5Q5nqNiosCNqttzHof,248413,0.0426,0.811
More Than You Know,Axwell /\ Ingrosso,77,6h5PAsRni4IRlxWr6uDPTP,electronic,spotify:track:6h5PAsRni4IRlxWr6uDPTP,203000,0.0275,0.741
In the Name of Love,"Martin Garrix, Bebe Rexha",77,23L5CiUhw2jV1OIMwthR3S,electronic,spotify:track:23L5CiUhw2jV1OIMwthR3S,195707,0.109,0.519
This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",76,1A8j067qyiNwQnZT0bzUpZ,electronic,spotify:track:1A8j067qyiNwQnZT0bzUpZ,195547,0.0927,0.717
Scream & Shout,"will.i.am, Britney Spears",76,2iJuuzV8P9Yz0VSurttIV5,electronic,spotify:track:2iJuuzV8P9Yz0VSurttIV5,283400,0.019,0.685
This Is What You Came For,"Calvin Harris, Rihanna",77,0azC730Exh71aQlOt9Zj3y,electronic,spotify:track:0azC730Exh71aQlOt9Zj3y,222160,0.199,0.927
Alors on danse - Radio Edit,Stromae,75,2GYHyAoLWpkxLVa4oYTVko,electronic,spotify:track:2GYHyAoLWpkxLVa4oYTVko,206067,0.0983,0.593
We Found Love,"Rihanna, Calvin Harris",75,0U10zFw4GlBacOy9VDGfGL,electronic,spotify:track:0U10zFw4GlBacOy9VDGfGL,215227,0.025,0.766
Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",75,1HFfMOxCAT4GAwaPfCdmUs,electronic,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,208133,0.00821,0.51
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",76,6ebkx7Q5tTxrCxKq4GYj0Y,electronic,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,234560,0.0283,0.869
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",76,4J7CKHCF3mdL4diUsmW8lq,electronic,spotify:track:4J7CKHCF3mdL4diUsmW8lq,184280,0.129,0.915
Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",75,6WkJ2OK163XXS2oARUC9JM,electronic,spotify:track:6WkJ2OK163XXS2oARUC9JM,198053,0.101,0.741
One More Time,Daft Punk,74,0DiWol3AO6WpXZgp0goxAV,electronic,spotify:track:0DiWol3AO6WpXZgp0goxAV,320357,0.0194,0.697
Firestone,"Kygo, Conrad Sewell",74,1I8tHoNBFTuoJAlh4hfVVE,electronic,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,271640,0.393,0.634
Perfect Strangers,"Jonas Blue, JP Cooper",74,3P3pw6C19j31Rnzgo3JG7o,electronic,spotify:track:3P3pw6C19j31Rnzgo3JG7o,196613,0.39,0.861
Love Tonight (David Guetta Remix Edit),"Shouse, David Guetta",74,2prnn41CblB8B4yWACDljP,electronic,spotify:track:2prnn41CblB8B4yWACDljP,158095,0.015,0.989
Runaway (U & I),Galantis,74,46lFttIf5hnUZMGvjK0Wxo,electronic,spotify:track:46lFttIf5hnUZMGvjK0Wxo,227074,0.00711,0.805
Middle,"DJ Snake, Bipolar Sunshine",73,0g5EKLgdKvNlln7TNqBByK,electronic,spotify:track:0g5EKLgdKvNlln7TNqBByK,220573,0.0138,0.695
Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas",73,3aQz0z86zrKjd1mcZlonxE,electronic,spotify:track:3aQz0z86zrKjd1mcZlonxE,192294,0.000313,0.862
King,Olly Alexander (Years & Years),73,3AeicLnm55RqcXGBKYQolM,electronic,spotify:track:3AeicLnm55RqcXGBKYQolM,215360,0.0594,0.857
Clarity,"Zedd, Foxes",73,60wwxj6Dd9NJlirf84wr2c,electronic,spotify:track:60wwxj6Dd9NJlirf84wr2c,271427,0.0398,0.781
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",73,285HeuLxsngjFn4GGegGNm,electronic,spotify:track:285HeuLxsngjFn4GGegGNm,192560,0.24,0.73
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"Felix Jaehn, Jasmine Thompson",73,3c8iiZGfEammKJuWTErE5x,electronic,spotify:track:3c8iiZGfEammKJuWTErE5x,186147,0.668,0.568
Hear Me Now,"Alok, Zeeba, Bruno Martini",73,39cmB3ZoTOLwOTq7tMNqKa,electronic,spotify:track:39cmB3ZoTOLwOTq7tMNqKa,194840,0.546,0.463
ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",73,62aP9fBQKYKxi7PDXwcUAS,electronic,spotify:track:62aP9fBQKYKxi7PDXwcUAS,176547,0.0686,0.774
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",72,6PUIzlqotEmPuBfjbwYWOB,electronic,spotify:track:6PUIzlqotEmPuBfjbwYWOB,214912,0.0157,0.81
Dynamite,Taio Cruz,72,2CEgGE6aESpnmtfiZwYlbV,electronic,spotify:track:2CEgGE6aESpnmtfiZwYlbV,202613,0.0039,0.781
Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",72,61dCUoMCg28qEBzrW6htYM,electronic,spotify:track:61dCUoMCg28qEBzrW6htYM,227833,0.162,0.586
Breaking Me,"Topic, A7S",72,3H7ihDc1dqLriiWXwsc2po,electronic,spotify:track:3H7ihDc1dqLriiWXwsc2po,166794,0.223,0.72
The Business,Tiësto,72,6f3Slt0GbA2bPZlz0aIFXN,electronic,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,164000,0.414,0.62
Stay,"Zedd, Alessia Cara",73,6uBhi9gBXWjanegOb2Phh0,electronic,spotify:track:6uBhi9gBXWjanegOb2Phh0,210091,0.253,0.622
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",72,7mitXLIMCflkhZiD34uEQI,electronic,spotify:track:7mitXLIMCflkhZiD34uEQI,262147,0.0202,0.736
Roses,"The Chainsmokers, ROZES",71,3vv9phIu6Y1vX3jcqaGz5Z,electronic,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,226739,0.0435,0.802
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",71,2U8NXPTXZWG2O0ye2sYRiH,electronic,spotify:track:2U8NXPTXZWG2O0ye2sYRiH,157153,0.00952,0.906
Play Hard (feat. Ne-Yo & Akon),"David Guetta, Ne-Yo, Akon",71,5YPMEOJ58kfl56VHxTgwx3,electronic,spotify:track:5YPMEOJ58kfl56VHxTgwx3,201000,0.173,0.921
Around the World,Daft Punk,71,1pKYYY0dkg23sQQXi0Q5zN,electronic,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,429533,0.00356,0.795
This Is What It Feels Like,"Armin van Buuren, Trevor Guthrie",70,5GjnIpUlLGEIYk052ISOw9,electronic,spotify:track:5GjnIpUlLGEIYk052ISOw9,204360,0.0391,0.833
I'm an Albatraoz,"AronChupa, Little Sis Nora",70,5MhsZlmKJG6X5kTHkdwC4B,electronic,spotify:track:5MhsZlmKJG6X5kTHkdwC4B,166849,0.601,0.817
Heroes (we could be),"Alesso, Tove Lo",70,3zU9rdflI65tK4dkkNSp77,electronic,spotify:track:3zU9rdflI65tK4dkkNSp77,210013,0.0305,0.748
You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",70,3W2ZcrRsInZbjWylOi6KhZ,electronic,spotify:track:3W2ZcrRsInZbjWylOi6KhZ,282813,0.378,0.392
Lose Control,Teddy Swims,81,6usohdchdzW9oML7VC4Uhk,soul,spotify:track:6usohdchdzW9oML7VC4Uhk,210689,0.199,0.604
Let Me Go,Daniel Caesar,70,3ym8ajVmKm6Fybgov3WBI5,soul,spotify:track:3ym8ajVmKm6Fybgov3WBI5,216524,0.694,0.473
Die With A Smile,"Lady Gaga, Bruno Mars",100,2plbrEY59IikOBgBGLjaoe,gaming,spotify:track:2plbrEY59IikOBgBGLjaoe,251668,0.308,0.592
BIRDS OF A FEATHER,Billie Eilish,97,6dOtVTDdiauQNBQEDOtlAB,gaming,spotify:track:6dOtVTDdiauQNBQEDOtlAB,210373,0.2,0.507
"Good Luck, Babe!",Chappell Roan,94,0WbMK4wrZ1wFSty9F7FCgu,gaming,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,218424,0.0502,0.582
Espresso,Sabrina Carpenter,90,2qSkIjg1o9h3YT9RAgYN75,gaming,spotify:track:2qSkIjg1o9h3YT9RAgYN75,175459,0.107,0.76
Lose Control,Teddy Swims,89,17phhZDn6oGtzMe56NuWvj,gaming,spotify:track:17phhZDn6oGtzMe56NuWvj,210689,0.199,0.604
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",88,42VsgItocQwOQC3XWZ8JNA,gaming,spotify:track:42VsgItocQwOQC3XWZ8JNA,191701,0.0316,0.882
Stargazing,Myles Smith,88,3Vr3zh0r7ALn8VLqCiRR10,gaming,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,172533,0.246,0.601
HOT TO GO!,Chappell Roan,88,4xdBrk0nFZaP54vvZj0yx7,gaming,spotify:track:4xdBrk0nFZaP54vvZj0yx7,184841,0.0187,0.757
Not Like Us,Kendrick Lamar,88,6AI3ezQ4o3HUoP6Dhudph3,gaming,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,274192,0.0107,0.472
Slow It Down,Benson Boone,87,51eSHglvG1RJXtL3qI5trr,gaming,spotify:track:51eSHglvG1RJXtL3qI5trr,161831,0.174,0.583
A Bar Song (Tipsy),Shaboozey,86,2FQrifJ1N335Ljm3TjTVVf,gaming,spotify:track:2FQrifJ1N335Ljm3TjTVVf,171292,0.0633,0.709
Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",86,1BJJbSX6muJVF2AK7uH1x4,gaming,spotify:track:1BJJbSX6muJVF2AK7uH1x4,177599,0.0563,0.782
Big Dawgs,"Hanumankind, Kalmi",85,0OA00aPt3BV10qeMIs3meW,gaming,spotify:track:0OA00aPt3BV10qeMIs3meW,190667,0.0235,0.745
Please Please Please,Sabrina Carpenter,88,5N3hjp1WNayUPZrA8kJmJP,gaming,spotify:track:5N3hjp1WNayUPZrA8kJmJP,186365,0.274,0.586
I'm Good (Blue),"David Guetta, Bebe Rexha",85,4uUG5RXrOk84mYEfFvj3cK,gaming,spotify:track:4uUG5RXrOk84mYEfFvj3cK,175238,0.00383,0.965
Romantic Homicide,d4vd,85,1xK59OXxi2TAAAbmZK0kBL,gaming,spotify:track:1xK59OXxi2TAAAbmZK0kBL,132631,0.453,0.544
New Woman (feat. ROSALÍA),"LISA, ROSALÍA",85,7ov3TDp5D00Rnu5R1viX4w,gaming,spotify:track:7ov3TDp5D00Rnu5R1viX4w,179790,0.0858,0.854
Beautiful Things,Benson Boone,85,6tNQ70jh4OwmPGpYy6R2o9,gaming,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,180304,0.151,0.471
Guess featuring billie eilish,"Charli xcx, Billie Eilish",85,3WOhcATHxK2SLNeP5W3v1v,gaming,spotify:track:3WOhcATHxK2SLNeP5W3v1v,145219,0.0146,0.667
i like the way you kiss me,Artemas,84,2GxrNKugF82CnoRFbQfzPf,gaming,spotify:track:2GxrNKugF82CnoRFbQfzPf,142515,0.000938,0.946
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",84,7221xIgOnuakPdLqT0F3nP,gaming,spotify:track:7221xIgOnuakPdLqT0F3nP,178206,0.00757,0.855
Ransom,Lil Tecca,84,1lOe9qE0vR9zwWQAOk6CoO,gaming,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,131240,0.0204,0.642
KEEP UP,Odetari,84,2yR2sziCF4WEs3klW1F38d,gaming,spotify:track:2yR2sziCF4WEs3klW1F38d,133227,0.0172,0.829
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",84,28drn6tQo95MRvO0jQEo5C,gaming,spotify:track:28drn6tQo95MRvO0jQEo5C,228267,0.0215,0.552
one of wun,Gunna,84,4Na2HfNSr58chvfX69fy36,gaming,spotify:track:4Na2HfNSr58chvfX69fy36,144000,0.0872,0.453
I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",83,5nPbKG04fhLkIAjcPFaZq7,gaming,spotify:track:5nPbKG04fhLkIAjcPFaZq7,214000,0.00926,0.787
Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",83,4MSj19TwYBLgDFj3ddEeco,gaming,spotify:track:4MSj19TwYBLgDFj3ddEeco,145599,0.633,0.618
I Can Do It With a Broken Heart,Taylor Swift,83,4q5YezDOIPcoLr8R81x9qy,gaming,spotify:track:4q5YezDOIPcoLr8R81x9qy,218005,0.123,0.751
Apple,Charli xcx,83,19RybK6XDbAVpcdxSbZL1o,gaming,spotify:track:19RybK6XDbAVpcdxSbZL1o,151740,0.125,0.957
Hope,XXXTENTACION,82,2ZRo7axmMPeSVUvDbGkJah,gaming,spotify:track:2ZRo7axmMPeSVUvDbGkJah,110886,0.661,0.457
Happier,"Marshmello, Bastille",82,7BqHUALzNBTanL6OvsqmC1,gaming,spotify:track:7BqHUALzNBTanL6OvsqmC1,214290,0.191,0.792
Like That,"Future, Metro Boomin, Kendrick Lamar",83,2tudvzsrR56uom6smgOcSf,gaming,spotify:track:2tudvzsrR56uom6smgOcSf,267707,0.00709,0.676
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",82,0RiRZpuVRbi7oqRdSMwhQY,gaming,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,157560,0.533,0.522
fukumean,Gunna,82,4rXLjWdF2ZZpXCVTfWcshS,gaming,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,125040,0.119,0.622
Belong Together,Mark Ambor,82,5uQ7de4EWjb3rkcFxyEOpu,gaming,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,148318,0.491,0.668
redrum,21 Savage,81,52eIcoLUM25zbQupAZYoFh,gaming,spotify:track:52eIcoLUM25zbQupAZYoFh,270698,0.00598,0.733
WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",82,59nOXPmaKlBfGMDeOVGrIK,gaming,spotify:track:59nOXPmaKlBfGMDeOVGrIK,189893,0.314,0.642
Miles On It,"Marshmello, Kane Brown",81,4pkb8SbRGeHAvdb87v9rpf,gaming,spotify:track:4pkb8SbRGeHAvdb87v9rpf,168454,0.00537,0.761
Moonlight,XXXTENTACION,81,0JP9xo3adEtGSdUEISiszL,gaming,spotify:track:0JP9xo3adEtGSdUEISiszL,135090,0.556,0.537
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",81,7FIWs0pqAYbP91WWM0vlTQ,gaming,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,210800,0.145,0.745
Addicted,"Zerb, The Chainsmokers, Ink",81,5ZUIPLoTLJZrPQh2kFZEUM,gaming,spotify:track:5ZUIPLoTLJZrPQh2kFZEUM,152250,0.0245,0.741
on one tonight,Gunna,82,6EUcP55GlbmsmCzfL2vxtZ,gaming,spotify:track:6EUcP55GlbmsmCzfL2vxtZ,90760,0.381,0.727
Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",81,09CnYHiZ5jGT1wr1TXJ9Zt,gaming,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,140000,0.0229,0.95
360,Charli xcx,81,4w2GLmK2wnioVnb5CPQeex,gaming,spotify:track:4w2GLmK2wnioVnb5CPQeex,133805,0.646,0.62
Houdini,Eminem,81,2HYFX63wP3otVIvopRS99Z,gaming,spotify:track:2HYFX63wP3otVIvopRS99Z,227239,0.0292,0.887
we can't be friends (wait for your love),Ariana Grande,81,46kspZSY3aKmwQe7O77fCC,gaming,spotify:track:46kspZSY3aKmwQe7O77fCC,228639,0.0615,0.646
The Box,Roddy Ricch,81,0nbXyq5TXYPCO7pr3N8S4I,gaming,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,196653,0.104,0.586
Lovin On Me,Jack Harlow,81,4xhsWYTOGcal8zt0J161CU,gaming,spotify:track:4xhsWYTOGcal8zt0J161CU,138411,0.0026,0.558
XO Tour Llif3,Lil Uzi Vert,81,7GX5flRQZVHRAGd6B4TmDO,gaming,spotify:track:7GX5flRQZVHRAGd6B4TmDO,182707,0.00264,0.75
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",81,7iabz12vAuVQYyekFIWJxD,gaming,spotify:track:7iabz12vAuVQYyekFIWJxD,140733,0.359,0.764
Where Are You Now,"Lost Frequencies, Calum Scott",81,3mfER4ORePHvN35cbZ3dkV,gaming,spotify:track:3mfER4ORePHvN35cbZ3dkV,149067,0.51,0.632
2055,Sleepy Hallow,80,4XvcHTUfIlWfyJTRG0aqlo,gaming,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,123987,0.492,0.512
Mood (feat. iann dior),"24kGoldn, iann dior",80,4jPy3l0RUwlUI9T5XHBW2m,gaming,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,140533,0.174,0.716
SLAY!,Eternxlkz,80,67smGwuPEtA6GAfeweAVNO,gaming,spotify:track:67smGwuPEtA6GAfeweAVNO,107077,0.0863,0.773
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",80,3F5CgOj3wFlRv51JsHbxhe,gaming,spotify:track:3F5CgOj3wFlRv51JsHbxhe,218365,0.000307,0.673
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",79,0vjeOZ3Ft5jvAi9SBFJm1j,gaming,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,182667,0.138,0.583
You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo",79,0xoYZ45fgTfyQYREZPN7Sa,gaming,spotify:track:0xoYZ45fgTfyQYREZPN7Sa,208525,0.583,0.797
Sprinter,"Dave, Central Cee",79,2FDTHlrBguDzQkp7PVj16Q,gaming,spotify:track:2FDTHlrBguDzQkp7PVj16Q,229133,0.263,0.681
Somedays,"Sonny Fodera, Jazzy, D.O.D",79,3wo3d0I5H8KjkwGvnz8WbB,gaming,spotify:track:3wo3d0I5H8KjkwGvnz8WbB,207168,0.019,0.753
Back On 74,Jungle,79,19kHhX6f6EfLU7rcO3RqjO,gaming,spotify:track:19kHhX6f6EfLU7rcO3RqjO,209483,0.207,0.761
DEVIL IS A LIE,Tommy Richman,78,6jlG8gBPNAgBgoivw2Ig09,gaming,spotify:track:6jlG8gBPNAgBgoivw2Ig09,130944,0.174,0.452
Whatever She Wants,Bryson Tiller,78,57wp7VFnV8X0pSVnYArGeJ,gaming,spotify:track:57wp7VFnV8X0pSVnYArGeJ,161342,0.128,0.512
euphoria,Kendrick Lamar,78,77DRzu7ERs0TX3roZcre7Q,gaming,spotify:track:77DRzu7ERs0TX3roZcre7Q,383639,0.046,0.643
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",78,1udwFobQ1JoOdWPQrp2b6u,gaming,spotify:track:1udwFobQ1JoOdWPQrp2b6u,229938,0.164,0.567
Feel It - From The Original Series “Invincible”,d4vd,78,3SAga35lAPYdjj3qyfEsCF,gaming,spotify:track:3SAga35lAPYdjj3qyfEsCF,157974,0.0288,0.593
