track_name,track_artist,track_popularity,id,playlist_genre,uri,duration_ms,acousticness,energy
I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",83,5nPbKG04fhLkIAjcPFaZq7,electronic,spotify:track:5nPbKG04fhLkIAjcPFaZq7,214000,0.00926,0.787
Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",83,4MSj19TwYBLgDFj3ddEeco,electronic,spotify:track:4MSj19TwYBLgDFj3ddEeco,145599,0.633,0.618
Summer,Calvin Harris,81,6YUTL4dYpB9xZO5qExPf05,electronic,spotify:track:6YUTL4dYpB9xZO5qExPf05,222533,0.0211,0.856
Give It To Me - Full Vocal Mix,Matt Sassari,80,5ZduaRci3iNUiDfJbBfAaf,electronic,spotify:track:5ZduaRci3iNUiDfJbBfAaf,102861,0.00116,0.869
I Only Smoke When I Drink,nimino,79,39glDGcpBhLVMSsQhvtqHR,electronic,spotify:track:39glDGcpBhLVMSsQhvtqHR,198425,0.334,0.729
It's Not Right But It's Okay,Mr. Belt & Wezol,77,5OFVzqSeFxGpvDGyHvVeLj,electronic,spotify:track:5OFVzqSeFxGpvDGyHvVeLj,152305,0.0144,0.86
Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",77,7K1BLb6MpvKuGEPpHw35mO,electronic,spotify:track:7K1BLb6MpvKuGEPpHw35mO,164285,0.28,0.813
Belly Dancer,"Imanbek, BYOR",77,7fZBQnc0zXwVybgCIrQQil,electronic,spotify:track:7fZBQnc0zXwVybgCIrQQil,151475,0.0582,0.797
Whatever,"Kygo, Ava Max",76,0LMwmV37RCmBO2so0szAFs,electronic,spotify:track:0LMwmV37RCmBO2so0szAFs,178273,0.104,0.777
Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",76,7MIhUdNJtaOnDmC5nBC1fb,electronic,spotify:track:7MIhUdNJtaOnDmC5nBC1fb,165753,0.0112,0.818
Ferrari,"James Hype, Miggy Dela Rosa",76,4zN21mbAuaD0WqtmaTZZeP,electronic,spotify:track:4zN21mbAuaD0WqtmaTZZeP,186662,0.0127,0.69
Thunder,"Gabry Ponte, LUM!X, Prezioso",75,2USlegnFJLrVLpoVfPimKB,electronic,spotify:track:2USlegnFJLrVLpoVfPimKB,160000,0.0342,0.896
(It Goes Like) Nanana - Edit,Peggy Gou,75,23RoR84KodL5HWvUTneQ1w,electronic,spotify:track:23RoR84KodL5HWvUTneQ1w,231545,0.12,0.876
Baianá,Bakermat,75,780be5fB7823aHG06mwTat,electronic,spotify:track:780be5fB7823aHG06mwTat,180843,0.000754,0.722
Supernova Love,"IVE, David Guetta",74,5sTLGx6c7YRwnrWm6O091n,electronic,spotify:track:5sTLGx6c7YRwnrWm6O091n,199505,0.066,0.886
Forever Young,"David Guetta, Alphaville, Ava Max",77,3bg2qahpZmsg5wV2EMPXIk,electronic,spotify:track:3bg2qahpZmsg5wV2EMPXIk,156923,0.208,0.655
Mwaki,"Zerb, Sofiya Nzau",74,5KTZgG84bKFGm53lhLtTqc,electronic,spotify:track:5KTZgG84bKFGm53lhLtTqc,208135,0.201,0.637
Alibi (feat. Rudimental),"Ella Henderson, Rudimental",74,5Jpz4nv8nA6FIYO5gEyQa2,electronic,spotify:track:5Jpz4nv8nA6FIYO5gEyQa2,184852,0.191,0.793
Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",73,0GT2hQQ6mdHeW0AZDl5NlJ,electronic,spotify:track:0GT2hQQ6mdHeW0AZDl5NlJ,139384,0.0778,0.647
21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",73,1RF02Cf80mTaeNXG2P2boR,electronic,spotify:track:1RF02Cf80mTaeNXG2P2boR,155253,0.0165,0.785
K.O.,"LAVINIA, Ely Oaks",72,7r2cCbhAbGUE4Izor1ZnlZ,electronic,spotify:track:7r2cCbhAbGUE4Izor1ZnlZ,137223,0.0622,0.841
Move Your Body,"Öwnboss, Sevek",72,6GomT970rCOkKAyyrwJeZi,electronic,spotify:track:6GomT970rCOkKAyyrwJeZi,157445,0.0169,0.821
Around The World,"Niklas Dee, René Miller",72,47KhhDku9RLDsWIJjYaXDs,electronic,spotify:track:47KhhDku9RLDsWIJjYaXDs,140987,0.473,0.855
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",71,3sa06xVNmLLYIxdNNmVQN8,electronic,spotify:track:3sa06xVNmLLYIxdNNmVQN8,177689,0.182,0.782
Good Love,"Hannah Laing, RoRo",71,0ZVjgfaC2Ptrod9v6p9KFP,electronic,spotify:track:0ZVjgfaC2Ptrod9v6p9KFP,169535,0.14,0.821
Never Walk Alone,"BLOND:ISH, Stevie Appleton",71,4HB7ECLzrbgapiZyLlFbxz,electronic,spotify:track:4HB7ECLzrbgapiZyLlFbxz,188360,0.052,0.594
adore u,"Fred again.., Obongjayar",70,3YgtkOxZsTuaZdL8McA1FQ,electronic,spotify:track:3YgtkOxZsTuaZdL8McA1FQ,220653,0.582,0.867
Hold On Me,"Kygo, Sandro Cavazza",68,4aPX3IT9cskOWmeZvOYc5s,electronic,spotify:track:4aPX3IT9cskOWmeZvOYc5s,171785,0.0801,0.606
Makeba - Ian Asher Remix,"Jain, Ian Asher",69,67eYAnkdTu8BMcIx29z26L,electronic,spotify:track:67eYAnkdTu8BMcIx29z26L,125179,0.236,0.937
Tantalizing,"Tiësto, Soaky Siren",69,799db91cR00On6N158VLHS,electronic,spotify:track:799db91cR00On6N158VLHS,146341,0.0022,0.888
World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",69,4arNFfHtD5FPYcpUUiUOM1,electronic,spotify:track:4arNFfHtD5FPYcpUUiUOM1,146523,0.00882,0.714
Whistle (feat. Calum Scott),"Jax Jones, Calum Scott",69,4q05KbxYZ5JdkmrletgPjF,electronic,spotify:track:4q05KbxYZ5JdkmrletgPjF,181957,0.145,0.897
Born To Love Ya,"Gabry Ponte, Sean Paul, NATTI NATASHA",69,5Nwh8kghoqebxmco5ZWbDt,electronic,spotify:track:5Nwh8kghoqebxmco5ZWbDt,155077,0.0921,0.863
Love Is The Only Thing,Lost Frequencies,68,4r6c2ClnuYLwNv4lEM7XlW,electronic,spotify:track:4r6c2ClnuYLwNv4lEM7XlW,171094,0.0554,0.688
2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",68,03xIKiQXopptD4Sv8ijvcG,electronic,spotify:track:03xIKiQXopptD4Sv8ijvcG,152000,0.0634,0.951
Deep In Your Love,"Alok, Bebe Rexha",68,0sftzYE0YgPHXrvJyUyGjB,electronic,spotify:track:0sftzYE0YgPHXrvJyUyGjB,144649,0.0243,0.88
Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",68,1TcF5F10EN17vraisG1gQv,electronic,spotify:track:1TcF5F10EN17vraisG1gQv,170359,0.0038,0.831
Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",68,1NpIUD4KqHaMT91kw0YV40,electronic,spotify:track:1NpIUD4KqHaMT91kw0YV40,227283,0.0103,0.8
You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",70,3W2ZcrRsInZbjWylOi6KhZ,electronic,spotify:track:3W2ZcrRsInZbjWylOi6KhZ,282813,0.378,0.392
Roses,"The Chainsmokers, ROZES",71,3vv9phIu6Y1vX3jcqaGz5Z,electronic,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,226739,0.0435,0.802
Alone,Marshmello,68,3MEYFivt6bilQ9q9mFWZ4g,electronic,spotify:track:3MEYFivt6bilQ9q9mFWZ4g,273803,0.0241,0.953
Hold Me,Lavern,72,4SnuG111QPmgwRmlwhJ4Mg,electronic,spotify:track:4SnuG111QPmgwRmlwhJ4Mg,140000,0.586,0.942
El Listón De Tu Pelo,Los Ángeles Azules,71,5hrxAFrYbNTLjAYSrmbpgr,latin,spotify:track:5hrxAFrYbNTLjAYSrmbpgr,216107,0.312,0.432
17 Años,Los Ángeles Azules,68,1Y372uxsCkKqNclj2ercap,latin,spotify:track:1Y372uxsCkKqNclj2ercap,181307,0.467,0.483
Piensa En Mí,Grupo Mojado,73,1xKP7GVLY33i5jmx1bB1Kk,latin,spotify:track:1xKP7GVLY33i5jmx1bB1Kk,177040,0.348,0.538
+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",84,3mg9jYNC1NihbthlglzrWP,latin,spotify:track:3mg9jYNC1NihbthlglzrWP,298131,0.221,0.712
Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",73,0JGTfiC4Z41GEEpMYLbWwO,latin,spotify:track:0JGTfiC4Z41GEEpMYLbWwO,230526,0.318,0.681
PELIGROSA,FloyyMenor,83,42wdz3j7gstgUuhoFLCXqd,latin,spotify:track:42wdz3j7gstgUuhoFLCXqd,134930,0.22,0.519
SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",72,1iIrqtbY2aogEHhQkmrV7w,latin,spotify:track:1iIrqtbY2aogEHhQkmrV7w,190107,0.0565,0.616
ADIVINO,"Myke Towers, Bad Bunny",77,0LZy30mVmxqUpdQmaXKXBd,latin,spotify:track:0LZy30mVmxqUpdQmaXKXBd,278644,0.169,0.854
REINA,"Mora, SAIKO",71,0QRHOAeU8JRaVVn3UoZBih,latin,spotify:track:0QRHOAeU8JRaVVn3UoZBih,211879,0.632,0.578
PERRO NEGRO,"Bad Bunny, Feid",84,7iQXYTyuG13aoeHxGG28Nh,latin,spotify:track:7iQXYTyuG13aoeHxGG28Nh,162768,0.0887,0.778
HIBIKI,"Bad Bunny, Mora",70,4qSEvFGCpde73gqIuq3sho,latin,spotify:track:4qSEvFGCpde73gqIuq3sho,208000,0.604,0.645
MONACO,Bad Bunny,77,4MjDJD8cW7iVeWInc2Bdyj,latin,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,267194,0.15,0.621
FINA,"Bad Bunny, Young Miko",73,3nNmRE0DxHC6ZaKkrpUumS,latin,spotify:track:3nNmRE0DxHC6ZaKkrpUumS,216328,0.0869,0.724
DILUVIO,Rauw Alejandro,81,2kz1YOhJiNubjigR1gB1VX,latin,spotify:track:2kz1YOhJiNubjigR1gB1VX,197053,0.343,0.795
QLONA,"KAROL G, Peso Pluma",83,5RqSsdzTNPX1uzkmlHCFvK,latin,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,172798,0.52,0.738
WHERE SHE GOES,Bad Bunny,74,7ro0hRteUMfnOioTFI5TG1,latin,spotify:track:7ro0hRteUMfnOioTFI5TG1,231704,0.143,0.8
Coco Chanel,"Eladio Carrion, Bad Bunny",73,0PB0O24JqAuNdOAFVJljMS,latin,spotify:track:0PB0O24JqAuNdOAFVJljMS,208125,0.143,0.706
La Jumpa,"Arcángel, Bad Bunny",69,5MxFWjuqQIsbNWbMdMdbli,latin,spotify:track:5MxFWjuqQIsbNWbMdMdbli,255693,0.298,0.703
Me Porto Bonito,"Bad Bunny, Chencho Corleone",81,6Sq7ltF9Qa7SNFBsV5Cogx,latin,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,178567,0.0901,0.712
Andrea,"Bad Bunny, Buscabulla",74,44XjoNvtwevktFKjvVe1vH,latin,spotify:track:44XjoNvtwevktFKjvVe1vH,339612,0.762,0.616
Efecto,Bad Bunny,79,5Eax0qFko2dh7Rl2lYs3bx,latin,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,213061,0.141,0.475
Tití Me Preguntó,Bad Bunny,79,1IHWl5LamUGEuP4ozKQSXZ,latin,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,243717,0.0993,0.715
Tarot,"Bad Bunny, JHAYCO",76,41oY4WCTj5kccfesTVFnvN,latin,spotify:track:41oY4WCTj5kccfesTVFnvN,237895,0.0225,0.684
La Corriente,"Bad Bunny, Tony Dize",73,1797zYiX4cKosMH836X9Gt,latin,spotify:track:1797zYiX4cKosMH836X9Gt,198367,0.229,0.786
MEMORIAS,"Mora, JHAYCO",73,2hLXUbsOU9cDb9RFva9FYr,latin,spotify:track:2hLXUbsOU9cDb9RFva9FYr,228750,0.389,0.707
Pa' Que Retozen,Tego Calderón,78,5YJ4BVvTFmVCxUyhKejHfR,latin,spotify:track:5YJ4BVvTFmVCxUyhKejHfR,151667,0.4,0.856
Volví,"Aventura, Bad Bunny",74,2vmfvSoZBFAt9hhRoEByLi,latin,spotify:track:2vmfvSoZBFAt9hhRoEByLi,230125,0.422,0.86
Volando - Remix,"Mora, Bad Bunny, Sech",73,0G2zPzWqVjR68iNPmx2TBe,latin,spotify:track:0G2zPzWqVjR68iNPmx2TBe,273474,0.207,0.688
Yonaguni,Bad Bunny,75,2JPLbjOn0wPCngEot2STUS,latin,spotify:track:2JPLbjOn0wPCngEot2STUS,206710,0.276,0.648
TE MUDASTE,Bad Bunny,72,5RubKOuDoPn5Kj5TLVxSxY,latin,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,130014,0.234,0.637
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",74,2XIc1pqjXV3Cr2BQUGNBck,latin,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,203201,0.0303,0.618
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",69,7BlBVFwvbWvcwNcUarQmjk,latin,spotify:track:7BlBVFwvbWvcwNcUarQmjk,201040,0.462,0.759
DÁKITI,"Bad Bunny, JHAYCO",75,4MzXwWMhyBbmu6hOcLVD49,latin,spotify:track:4MzXwWMhyBbmu6hOcLVD49,205090,0.401,0.573
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",74,06s3QtMJVXw1AJX3UfvZG1,latin,spotify:track:06s3QtMJVXw1AJX3UfvZG1,246000,0.464,0.765
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",72,2DEZmgHKAvm41k4J3R2E9Y,latin,spotify:track:2DEZmgHKAvm41k4J3R2E9Y,295177,0.0103,0.829
La Difícil,Bad Bunny,70,6NfrH0ANGmgBXyxgV2PeXt,latin,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,163084,0.0861,0.848
A Tu Merced,Bad Bunny,73,4r9jkMEnArtWGH2rL2FZl0,latin,spotify:track:4r9jkMEnArtWGH2rL2FZl0,175918,0.169,0.791
Si Veo a Tu Mamá,Bad Bunny,74,41wtwzCZkXwpnakmwJ239F,latin,spotify:track:41wtwzCZkXwpnakmwJ239F,170972,0.402,0.603
La Zona,Bad Bunny,68,5kqNIqFjijuzvVLhuY9B8j,latin,spotify:track:5kqNIqFjijuzvVLhuY9B8j,136893,0.2,0.801
Yo Perreo Sola,Bad Bunny,69,0SqqAgdovOE24BzxIClpjw,latin,spotify:track:0SqqAgdovOE24BzxIClpjw,172127,0.021,0.758
Fantasias,"Rauw Alejandro, Farruko",71,6mAN61JH0dzyZpWslS11jy,latin,spotify:track:6mAN61JH0dzyZpWslS11jy,199711,0.143,0.703
Velitas,"Darell, Brytiago",70,7q3NthaBqFI6s0WnAlnIvq,latin,spotify:track:7q3NthaBqFI6s0WnAlnIvq,225542,0.225,0.596
LA CANCIÓN,"J Balvin, Bad Bunny",82,0fea68AdmYNygeTGI4RC18,latin,spotify:track:0fea68AdmYNygeTGI4RC18,242573,0.152,0.646
QUE PRETENDES,"J Balvin, Bad Bunny",75,25ZAibhr3bdlMCLmubZDVt,latin,spotify:track:25ZAibhr3bdlMCLmubZDVt,222347,0.0275,0.791
Callaita,"Bad Bunny, Tainy",72,2TH65lNHgvLxCKXM3apjxI,latin,spotify:track:2TH65lNHgvLxCKXM3apjxI,250534,0.6,0.624
Con Altura,"ROSALÍA, J Balvin, El Guincho",69,2qG5sZ7Si6sdK74qLxedYM,latin,spotify:track:2qG5sZ7Si6sdK74qLxedYM,161627,0.39,0.689
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",69,4lzxJ4jCuFDXXGkE1LmpKR,latin,spotify:track:4lzxJ4jCuFDXXGkE1LmpKR,267500,0.391,0.647
Con Calma,"Daddy Yankee, Snow",76,5w9c2J52mkdntKOmRLeM2m,latin,spotify:track:5w9c2J52mkdntKOmRLeM2m,193227,0.11,0.86
Mayores,"Becky G, Bad Bunny",70,2AY1UAimvTqjJC8vDJsOyy,latin,spotify:track:2AY1UAimvTqjJC8vDJsOyy,203187,0.145,0.836
512,"Mora, JHAYCO",74,5jzEwSyyymBlf1fa1o39T2,latin,spotify:track:5jzEwSyyymBlf1fa1o39T2,193636,0.348,0.673
Ay Vamos,J Balvin,72,6Ges5C2IE738iJh4HyQizQ,latin,spotify:track:6Ges5C2IE738iJh4HyQizQ,226413,0.157,0.711
Borro Cassette,Maluma,82,6DUdDIRgLqCGq1DwkNWQTN,latin,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,207307,0.132,0.701
6 AM,"J Balvin, Farruko",69,3uvypVUsiIr1B0BccIcsEh,latin,spotify:track:3uvypVUsiIr1B0BccIcsEh,243227,0.152,0.746
Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",69,5hcisvFMidkMJlElTO9Qmw,latin,spotify:track:5hcisvFMidkMJlElTO9Qmw,297485,0.423,0.681
Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",70,0GmiGIxXDNrePrHBpijYDp,latin,spotify:track:0GmiGIxXDNrePrHBpijYDp,352442,0.282,0.69
No Es Justo,"J Balvin, Zion & Lennox",69,5qFeMRz4TvetPmzjre9Dq7,latin,spotify:track:5qFeMRz4TvetPmzjre9Dq7,250840,0.161,0.812
Una Vez,"Bad Bunny, Mora",74,5J7teKIJGtqVypgYI6sqXj,latin,spotify:track:5J7teKIJGtqVypgYI6sqXj,232496,0.132,0.598
Una Locura,"Ozuna, J Balvin, Chencho Corleone",69,5y7DaS3jAc9eZzcSOoUIwU,latin,spotify:track:5y7DaS3jAc9eZzcSOoUIwU,230693,0.139,0.761
Bandido,"Myke Towers, Juhn",70,1xK1Gg9SxG8fy2Ya373oqb,latin,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,232853,0.122,0.617
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",75,7hynhxDoDpgMIV12JuVtNa,latin,spotify:track:7hynhxDoDpgMIV12JuVtNa,277107,0.125,0.675
EL MAKINON,"KAROL G, Mariah Angeliq",70,2FSGUA0gFgGeQdprjtGM2M,latin,spotify:track:2FSGUA0gFgGeQdprjtGM2M,209160,0.256,0.706
Pepas,Farruko,76,5fwSHlTEWpluwOM0Sxnh5k,latin,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,287120,0.00776,0.766
ALMAS GEMELAS,Myke Towers,69,2KcNrONbZ0hvBPjvrDO2tx,latin,spotify:track:2KcNrONbZ0hvBPjvrDO2tx,235411,0.182,0.745
Bichiyal,"Bad Bunny, Yaviah",70,4j4w4CXm6BSr0s25wAWrrX,latin,spotify:track:4j4w4CXm6BSr0s25wAWrrX,196500,0.31,0.766
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",70,4gzsuuZypVbxs0Af1LSZyB,latin,spotify:track:4gzsuuZypVbxs0Af1LSZyB,207301,0.0889,0.703
MAMIII,"Becky G, KAROL G",69,1ri9ZUkBJVFUdgwzCnfcYs,latin,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,226088,0.0934,0.7
Desesperados,"Rauw Alejandro, Chencho Corleone",68,6ZOcbKub95XSDESsKKuH41,latin,spotify:track:6ZOcbKub95XSDESsKKuH41,224997,0.356,0.694
Te Felicito,"Shakira, Rauw Alejandro",70,2rurDawMfoKP4uHyb2kJBt,latin,spotify:track:2rurDawMfoKP4uHyb2kJBt,172235,0.234,0.636
Después de la Playa,Bad Bunny,71,1dm6z1fWB0cErMszU25dy2,latin,spotify:track:1dm6z1fWB0cErMszU25dy2,230400,0.356,0.903
Moscow Mule,Bad Bunny,79,6Xom58OOXk2SoU711L2IXO,latin,spotify:track:6Xom58OOXk2SoU711L2IXO,245940,0.294,0.674
Agosto,Bad Bunny,71,0wihfILRNOwE2156Shezc8,latin,spotify:track:0wihfILRNOwE2156Shezc8,139041,0.0929,0.584
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",70,17I27VXKtqXJHL6ReaG0eS,latin,spotify:track:17I27VXKtqXJHL6ReaG0eS,249520,0.473,0.673
GATÚBELA,"KAROL G, Maldy",68,1ga4PztXOIw1yBbdUt2X8v,latin,spotify:track:1ga4PztXOIw1yBbdUt2X8v,209160,0.263,0.858
¿Qué Nos Pasó?,Anuel AA,71,7k3qWn8D43a5ISa3x8lJux,latin,spotify:track:7k3qWn8D43a5ISa3x8lJux,245739,0.436,0.694
LA INOCENTE,"Mora, Feid",78,5jt25aFjW2kNoBqaEVaz5W,latin,spotify:track:5jt25aFjW2kNoBqaEVaz5W,202174,0.307,0.789
Sexo Virtual,Rauw Alejandro,70,1lV3QHHMAQt0Kc1ioZq2MP,latin,spotify:track:1lV3QHHMAQt0Kc1ioZq2MP,208292,0.328,0.739
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",70,2BEcap3xJtmiPaHKyfQi4e,latin,spotify:track:2BEcap3xJtmiPaHKyfQi4e,209884,0.166,0.846
Gato de Noche,"Ñengo Flow, Bad Bunny",68,54ELExv56KCAB4UP9cOCzC,latin,spotify:track:54ELExv56KCAB4UP9cOCzC,227013,0.169,0.662
La Bebe - Remix,"Yng Lvcas, Peso Pluma",79,2UW7JaomAMuX9pZrjVpHAU,latin,spotify:track:2UW7JaomAMuX9pZrjVpHAU,234353,0.213,0.479
QUEMA,"Ryan Castro, Peso Pluma, SOG",74,2hn2zOA2XFlv6DSmesylrL,latin,spotify:track:2hn2zOA2XFlv6DSmesylrL,150619,0.0509,0.892
LALA,Myke Towers,82,7ABLbnD53cQK00mhcaOUVG,latin,spotify:track:7ABLbnD53cQK00mhcaOUVG,197920,0.0739,0.737
Lollipop,Darell,71,3cDyocF0Ibdfs1SFQk5cLZ,latin,spotify:track:3cDyocF0Ibdfs1SFQk5cLZ,199947,0.179,0.711
Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",72,3j5zNcb0aSk7dx3W3mAKzw,latin,spotify:track:3j5zNcb0aSk7dx3W3mAKzw,206103,0.147,0.812
Corazón Roto - Remix,"Brray, JHAYCO, Ryan Castro",69,6k5wiT5l9DK8iZmhvEvoqo,latin,spotify:track:6k5wiT5l9DK8iZmhvEvoqo,275040,0.226,0.794
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",68,74j34STf8L6uADnTN69ohv,latin,spotify:track:74j34STf8L6uADnTN69ohv,289899,0.18,0.769
BELLAKEO,"Peso Pluma, Anitta",75,05WVKTdZhlIMX4qqMLuo0f,latin,spotify:track:05WVKTdZhlIMX4qqMLuo0f,197333,0.0562,0.88
Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",72,6K5BsR04ijf3FHNzjbaagD,latin,spotify:track:6K5BsR04ijf3FHNzjbaagD,332240,0.441,0.672
Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",71,7DOh0tBGnyMt6C5OO7o8Yq,latin,spotify:track:7DOh0tBGnyMt6C5OO7o8Yq,305114,0.343,0.543
Santa,"Rvssian, Rauw Alejandro, Ayra Starr",79,5bi0gh89wRuH2OgjdAKFsb,latin,spotify:track:5bi0gh89wRuH2OgjdAKFsb,193039,0.321,0.709
Guay,"Ozuna, Bad Gyal",69,1S3SAFqLBWk3HaR5UyXp43,latin,spotify:track:1S3SAFqLBWk3HaR5UyXp43,210788,0.0881,0.766
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",69,4PEfJZpVjdclfzZ9XO8uDw,latin,spotify:track:4PEfJZpVjdclfzZ9XO8uDw,229827,0.292,0.671
BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",75,43PiEypaceH339CSNiggyj,latin,spotify:track:43PiEypaceH339CSNiggyj,275862,0.215,0.617
SI NO ES CONTIGO,Cris Mj,85,5Uptvz6j1sjDKxidAcnH2L,latin,spotify:track:5Uptvz6j1sjDKxidAcnH2L,156171,0.0859,0.626
Gata Only,"FloyyMenor, Cris Mj",87,6XjDF6nds4DE2BBbagZol6,latin,spotify:track:6XjDF6nds4DE2BBbagZol6,222000,0.446,0.499
ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",75,2TJKY0WSFufZOzbRNgl6zE,latin,spotify:track:2TJKY0WSFufZOzbRNgl6zE,194769,0.132,0.476
Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",70,34ZngZgo8xicbt1EE8Ob8Z,latin,spotify:track:34ZngZgo8xicbt1EE8Ob8Z,212653,0.428,0.71
Si Antes Te Hubiera Conocido,KAROL G,93,6WatFBLVB0x077xWeoVc2k,latin,spotify:track:6WatFBLVB0x077xWeoVc2k,195824,0.446,0.668
NEL,Fuerza Regida,88,5AH31dDNgxCMGDdxubNNn4,latin,spotify:track:5AH31dDNgxCMGDdxubNNn4,149074,0.523,0.482
Que Se Cuide,"Luis R Conriquez, Joel De La P, Chimbala",71,22jhscHs2DoVqKG5vKJytQ,latin,spotify:track:22jhscHs2DoVqKG5vKJytQ,155625,0.22,0.779
Mejores Jordans,"Victor Mendivil, Oscar Maydon",83,1cZHUhGz7xJ8c4szDipipd,latin,spotify:track:1cZHUhGz7xJ8c4szDipipd,234716,0.603,0.583
APAGA EL CEL,"FloyyMenor, Lewis Somes",76,0ZS96pPRLyGUViVi5PWCAR,latin,spotify:track:0ZS96pPRLyGUViVi5PWCAR,184806,0.273,0.496
CLASSY 101,"Feid, Young Miko",79,1hZsWUnLbqRw09jLAMQSsb,latin,spotify:track:1hZsWUnLbqRw09jLAMQSsb,195587,0.126,0.665
LUNA,"Feid, ATL Jacob",88,7bywjHOc0wSjGGbj04XbVi,latin,spotify:track:7bywjHOc0wSjGGbj04XbVi,196800,0.131,0.86
TU TA RICA,"FloyyMenor, Lewis Somes",76,27bcRgu0wnDteieWlLCxc8,latin,spotify:track:27bcRgu0wnDteieWlLCxc8,124806,0.293,0.507
Parado no Bailão,"MC L da Vinte, MC Gury",73,3Hb9kUdm4yf839Fle4RIdT,brazilian,spotify:track:3Hb9kUdm4yf839Fle4RIdT,171692,0.381,0.599
Se Voce Nao Quer Passa a Vez,"Mc Delux, DJ Guih Da ZO",70,7snnTlaWaN39nfN1PhUaT8,brazilian,spotify:track:7snnTlaWaN39nfN1PhUaT8,133846,0.136,0.827
BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",72,6yVjjQA31SLM1kc4j5jPwF,brazilian,spotify:track:6yVjjQA31SLM1kc4j5jPwF,118194,0.303,0.99
MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",77,6njJR3OIp3oA0Kc4aC9Tzf,brazilian,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf,61673,0.734,0.803
Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",72,64CovjRwInpOJW4PiGMprY,brazilian,spotify:track:64CovjRwInpOJW4PiGMprY,138462,0.504,0.413
Te Maceto Depois Do Baile,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",69,448158cOtdLyR59DJnzpON,brazilian,spotify:track:448158cOtdLyR59DJnzpON,199615,0.147,0.789
